"CCODE" "COUNTRY" "YEAR" "RENT" "NETOIL" "INCOME" "INCOMENO" "REGIONPO" "REGIONFH" "MUSLIM" "DEMSCORE" "POLITY" "POPULATI" "ELF85D" "ELF85G" "CATHOLIC" "PROTESTA" "ECONFREE" "GDPPC" "GDPPP" "TRADE" "GEO"
"597" 517 "Rwanda" 1996 0 NA 6.383507 592 6.21081 5.043478 0.08 1 2.4 15.72164 0.26 0.115 0.505 0.203 NA 225.8854 1041.895 32.23006 "Africa"
"598" 517 "Rwanda" 1997 0 NA 6.343881 569 6.199998 5.065217 0.08 1 2.4 15.88176 0.26 0.115 0.505 0.203 4.6 236.105 1087.737 33.46746 "Africa"
"599" 517 "Rwanda" 1998 0 NA 6.408529 607 5.97 4.978261 0.08 1 2.4 15.90799 0.26 0.115 0.505 0.203 4.6 232.0625 1063.146 28.79446 "Africa"
"600" 517 "Rwanda" 1999 0 NA 6.44254 628 5.935134 5.326087 0.08 1 3.6 15.93297 0.26 0.115 0.505 0.203 4.29 227.8415 1046.491 29.12079 "Africa"
"601" 670 "Saudi Arabia" 1995 0.722 0.342 8.863898 7072 NA NA 0.941 0 0 16.7172 0.3 0.092 0.028 0.002 NA 8885.538 12324.91 65.44599 "Asia"
"602" 670 "Saudi Arabia" 1996 0.722 0.384 8.851521 6985 2.788235 2.222222 0.941 0 0 16.74335 0.3 0.092 0.028 0.002 3 8944.516 12457.68 67.0423 "Asia"
"603" 670 "Saudi Arabia" 1997 NA NA 8.851807 6987 2.788235 2.222222 0.941 0 0 16.76951 0.3 0.092 0.028 0.002 3 8924.592 12413.2 65.57124 "Asia"
"604" 670 "Saudi Arabia" 1998 NA 0.264 8.841448 6915 3.070588 2.277778 0.941 0 0 16.79537 0.3 0.092 0.028 0.002 2.94 8919.228 12379.98 56.47418 "Asia"
"605" 670 "Saudi Arabia" 1999 NA NA 8.819813 6767 3.035294 2.333333 0.941 0 0 16.82109 0.3 0.092 0.028 0.002 3.16 8602.983 11950.71 58.11919 "Asia"
"606" 433 "Senegal" 1995 0.028 0.005 6.995766 1092 NA NA 0.877 5 5.4 15.93537 0.791 0.757 0.045 0.001 NA 387.4863 1330.549 74.61922 "Africa"
"607" 433 "Senegal" 1996 0 0 7.018402 1117 6.129732 4.956522 0.877 6 5.4 15.96226 0.791 0.757 0.045 0.001 3.76 397.0701 1337.311 65.28491 "Africa"
"608" 433 "Senegal" 1997 0.019 0 7.03966 1141 6.123078 4.956522 0.877 6 5.4 15.98966 0.791 0.757 0.045 0.001 3.64 400.0002 1348.203 65.01204 "Africa"
"609" 433 "Senegal" 1998 0.017 0.011 7.068172 1174 5.895 4.869565 0.877 6 5.4 16.01704 0.791 0.757 0.045 0.001 3.46 407.4276 1367.039 67.37388 "Africa"
"610" 433 "Senegal" 1999 0.016 0.004 7.09091 1201 5.854054 5.217391 0.877 6 5.4 16.04394 0.791 0.757 0.045 0.001 3.36 421.8834 1426.378 68.7629 "Africa"
"611" 451 "Sierra Leone" 1995 0.017 NA 6.455199 636 NA NA 0.459 1 1.8 15.32181 0.767 0.766 0.029 0.036 3.85 201.0396 665.3616 45.10135 "Africa"
"612" 451 "Sierra Leone" 1996 NA NA 6.476973 650 6.227028 5.043478 0.459 5 8.4 15.34807 0.767 0.766 0.029 0.036 3.65 195.0684 650.33 53.31511 "Africa"
"613" 451 "Sierra Leone" 1997 NA NA 6.257668 522 6.046152 4.978261 0.459 1 NA 15.37323 0.767 0.766 0.029 0.036 3.79 159.0261 522.7604 29.10866 "Africa"
"614" 451 "Sierra Leone" 1998 NA NA 6.228511 507 NA 4.978261 0.459 6 NA 15.39547 0.767 0.766 0.029 0.036 3.7 155.2835 527.6046 35.27364 "Africa"
"615" 451 "Sierra Leone" 1999 NA NA 6.124683 457 NA 5.217391 0.459 6 NA 15.41476 0.767 0.766 0.029 0.036 4.01 139.5229 466.1686 40.53974 "Africa"
"616" 830 "Singapore" 1995 0 0 9.665611 15766 NA NA 0.183 4 4.8 15.07568 0.398 0.398 0.04 0.033 1.68 NA NA NA "Asia"
"617" 830 "Singapore" 1996 0 0 9.697816 16282 6.760002 4.5 0.183 5 4.8 15.1157 0.398 0.398 0.04 0.033 1.63 NA NA NA "Asia"
"618" 830 "Singapore" 1997 0 0 9.742849 17032 6.84 4.8125 0.183 4 4.8 15.14893 0.398 0.398 0.04 0.033 1.68 NA NA NA "Asia"
"619" 830 "Singapore" 1998 0 0.001 9.712933 16530 6.559998 4.75 0.183 4 4.8 15.18237 0.398 0.398 0.04 0.033 1.54 NA NA NA "Asia"
"620" 830 "Singapore" 1999 0 0 9.757826 17289 7.039998 5.0625 0.183 4 4.8 15.18973 0.398 0.398 0.04 0.033 1.54 NA NA NA "Asia"
"621" 317 "Slovak Republic" 1995 NA 0 NA NA NA NA 0 9 10.2 15.48924 0.238 0.238 0.689 0.112 2.83 3146.243 9319.907 114.0667 "Europe"
"622" 317 "Slovak Republic" 1996 NA 0 NA NA 10.76923 10.08889 0 8 10.2 15.4913 0.238 0.238 0.689 0.112 3.13 3333.331 9888.263 118.7603 "Europe"
"623" 317 "Slovak Republic" 1997 NA 0 NA NA 10.64615 10.11111 0 8 10.2 15.49881 0.238 0.238 0.689 0.112 3.18 3480.914 10363.39 123.2412 "Europe"
"624" 317 "Slovak Republic" 1998 NA 0 NA NA 10.75385 10.15556 0 10 10.8 15.50024 0.238 0.238 0.689 0.112 3.31 3622.496 10799.76 130.1177 "Europe"
"625" 317 "Slovak Republic" 1999 NA 0 NA NA 10.75385 10.15556 0 11 11.4 15.50117 0.238 0.238 0.689 0.112 3.38 3672.739 11034.97 127.1045 "Europe"
"626" 349 "Slovenia" 1995 NA 0 NA NA NA NA 0.001 11 12 14.50364 0.179 0.179 0.833 0.017 NA 7770.116 13558.94 105.2225 "Europe"
"627" 349 "Slovenia" 1996 NA 0 NA NA 10.72308 10.04444 0.001 11 12 14.50415 0.179 0.179 0.833 0.017 3.79 8049.102 14079.8 105.3789 "Europe"
"628" 349 "Slovenia" 1997 NA 0 NA NA 10.6 10.04444 0.001 11 12 14.50161 0.179 0.179 0.833 0.017 3.5 8453.819 14842.75 108.0444 "Europe"
"629" 349 "Slovenia" 1998 NA 0 NA NA 10.70769 10.08889 0.001 11 12 14.49992 0.179 0.179 0.833 0.017 3.2 8769.903 15416.17 107.76 "Europe"
"630" 349 "Slovenia" 1999 NA 0 NA NA 10.72308 10.13333 0.001 11 12 14.50138 0.179 0.179 0.833 0.017 3.1 9243.48 16243.37 102.8662 "Europe"
"631" 940 "Solomon Islands" 1995 0.006 NA 7.772332 2374 NA NA 0.001 11 NA 12.84529 0.954 0.954 0.128 0.346 NA 928.5436 2462.019 135.472 "Oceania"
"632" 940 "Solomon Islands" 1996 0.006 NA 7.774856 2380 NA 10.5 0.001 11 NA 12.87703 0.954 0.954 0.128 0.346 NA 934.4525 2553.452 129.0208 "Oceania"
"633" 940 "Solomon Islands" 1997 NA NA 7.738488 2295 NA 10.5 0.001 11 NA 12.90825 0.954 0.954 0.128 0.346 NA 895.6672 2373.94 139.7677 "Oceania"
"634" 940 "Solomon Islands" 1998 NA NA 7.711997 2235 NA 10.41667 0.001 11 NA 12.93902 0.954 0.954 0.128 0.346 NA 886.3181 2355.784 126.0509 "Oceania"
"635" 940 "Solomon Islands" 1999 NA NA 7.676474 2157 NA 10.33333 0.001 11 NA 12.96928 0.954 0.954 0.128 0.346 NA 857.4294 2268.033 136.7039 "Oceania"
"636" 520 "Somalia" 1995 NA NA NA NA NA NA 0.977 0 NA 15.91977 0.032 0.032 0 0 NA NA NA NA "Africa"
"637" 520 "Somalia" 1996 NA NA NA NA NA 5.065217 0.977 0 NA 15.95357 0.032 0.032 0 0 4.65 NA NA NA "Africa"
"638" 520 "Somalia" 1997 NA NA NA NA NA 5.086957 0.977 0 NA 15.98737 0.032 0.032 0 0 4.65 NA NA NA "Africa"
"639" 520 "Somalia" 1998 NA NA NA NA NA 5 0.977 0 NA 16.02117 0.032 0.032 0 0 4.65 NA NA NA "Africa"
"640" 520 "Somalia" 1999 NA NA NA NA NA 5.347826 0.977 0 NA 16.05497 0.032 0.032 0 0 4.75 NA NA NA "Africa"
"641" 560 "South Africa" 1995 NA 0 8.03948 3101 NA NA 0.024 11 11.4 17.48215 0.886 0.886 0.079 0.304 3.23 2960.421 8893.339 44.86572 "Africa"
"642" 560 "South Africa" 1996 NA 0.002 8.060225 3166 5.967567 4.826087 0.024 11 11.4 17.50219 0.886 0.886 0.079 0.304 3.2 3019.966 9107.17 47.92525 "Africa"
"643" 560 "South Africa" 1997 NA 0 8.066208 3185 5.969231 4.847826 0.024 11 11.4 17.52101 0.886 0.886 0.079 0.304 2.94 3029.774 9172.401 48.03305 "Africa"
"644" 560 "South Africa" 1998 NA 0 8.054523 3148 5.745 4.76087 0.024 11 11.4 17.53885 0.886 0.886 0.079 0.304 2.88 2974.682 9083.081 50.16338 "Africa"
"645" 560 "South Africa" 1999 NA 0 8.050065 3134 5.691892 5.108696 0.024 11 11.4 17.55571 0.886 0.886 0.079 0.304 2.98 2972.204 9164.438 48.07536 "Africa"
"646" 732 "South Korea" 1995 0 0 9.120853 9144 NA NA 0.001 10 9.6 17.62206 0.003 0.003 0.076 0.185 2.46 9159.116 13596.94 58.74935 "Asia"
"647" 732 "South Korea" 1996 0 0 9.174091 9644 6.439998 4.125 0.001 10 9.6 17.63421 0.003 0.003 0.076 0.185 2.54 9707.125 14416.59 59.19842 "Asia"
"648" 732 "South Korea" 1997 0 0 9.213236 10029 6.520002 4.5 0.001 10 9.6 17.64396 0.003 0.003 0.076 0.185 2.36 10063.76 14969.86 65.38875 "Asia"
"649" 732 "South Korea" 1998 0 0 9.134431 9269 6.24 4.375 0.001 10 10.8 17.65346 0.003 0.003 0.076 0.185 2.35 9306.51 13995.14 79.45864 "Asia"
"650" 732 "South Korea" 1999 0 0 9.226607 10164 6.640002 4.6875 0.001 10 10.8 17.66263 0.003 0.003 0.076 0.185 2.43 10117.23 15143.07 71.44089 "Asia"
"651" 230 "Spain" 1995 0 0 9.222269 10120 NA NA 0.004 11 12 17.48444 0.46 0.46 0.962 0.003 2.49 12239.83 18548.33 44.49274 "Europe"
"652" 230 "Spain" 1996 0 0 9.243872 10341 10.72308 10.04444 0.004 11 12 17.48599 0.46 0.46 0.962 0.003 2.78 12496.87 19017.64 46.31359 "Europe"
"653" 230 "Spain" 1997 0 0 9.280239 10724 10.6 10.04444 0.004 11 12 17.48732 0.46 0.46 0.962 0.003 2.55 12867.39 19627.23 51.41587 "Europe"
"654" 230 "Spain" 1998 0 0 9.317759 11134 10.70769 10.08889 0.004 11 12 17.48854 0.46 0.46 0.962 0.003 2.45 13390.15 20393.93 53.33863 "Europe"
"655" 230 "Spain" 1999 0 0 9.353575 11540 10.72308 10.13333 0.004 11 12 17.48954 0.46 0.46 0.962 0.003 2.46 13834.58 21059.73 55.17304 "Europe"
"656" 780 "Sri Lanka" 1995 0 NA 7.837949 2535 NA NA 0.089 5 9 16.71209 0.422 0.422 0.069 0.005 3.06 704.3957 2862.508 81.62966 "Asia"
"657" 780 "Sri Lanka" 1996 0 NA 7.864804 2604 8.4 4 0.089 6 9 16.72241 0.422 0.422 0.069 0.005 2.94 723.1876 2951.674 78.86446 "Asia"
"658" 780 "Sri Lanka" 1997 0 NA 7.913155 2733 7.300002 4.285714 0.089 7 9 16.73609 0.422 0.422 0.069 0.005 2.61 759.9092 3088.536 80.14066 "Asia"
"659" 780 "Sri Lanka" 1998 0 NA 7.946971 2827 7.2 4.285714 0.089 7 9 16.7482 0.422 0.422 0.069 0.005 2.76 786.8404 3200.559 78.49144 "Asia"
"660" 780 "Sri Lanka" 1999 0 0 7.978311 2917 7.2 4.714286 0.089 7 9.6 16.75916 0.422 0.422 0.069 0.005 2.86 809.0862 3307.005 78.79201 "Asia"
"661" 625 "Sudan" 1995 NA 0 NA NA NA NA 0.691 0 1.8 17.09706 0.731 0.731 0.103 0.024 4.3 305.9169 1345.116 NA "Africa"
"662" 625 "Sudan" 1996 NA 0 NA NA 2.682353 2.222222 0.691 0 1.8 17.11728 0.731 0.731 0.103 0.024 4.1 316.409 1369.07 27.30993 "Africa"
"663" 625 "Sudan" 1997 NA 0 NA NA 2.682353 2.222222 0.691 0 1.8 17.13827 0.731 0.731 0.103 0.024 4.3 328.5974 1406.648 21.83464 "Africa"
"664" 625 "Sudan" 1998 NA NA NA NA 2.964706 2.277778 0.691 0 1.8 17.16004 0.731 0.731 0.103 0.024 4.29 341.7544 1456.006 24.12328 "Africa"
"665" 625 "Sudan" 1999 NA NA NA NA 2.929412 2.333333 0.691 0 1.8 17.18257 0.731 0.731 0.103 0.024 4.39 355.3982 1550.429 23.32916 "Africa"
"666" 572 "Swaziland" 1995 0 NA 7.871311 2621 NA NA 0.006 3 0.6 13.71015 0.267 0.267 0.06 0.153 3.11 1311.064 4131.424 168.095 "Africa"
"667" 572 "Swaziland" 1996 0 NA 7.878155 2639 6.259458 5 0.006 3 0.6 13.74183 0.267 0.267 0.06 0.153 3.35 1320.135 4066.545 169.8773 "Africa"
"668" 572 "Swaziland" 1997 0 NA 7.882315 2650 6.246156 5.021739 0.006 3 0.6 13.77438 0.267 0.267 0.06 0.153 3.26 1326.731 4167.45 164.7059 "Africa"
"669" 572 "Swaziland" 1998 0 NA 7.870548 2619 6.015 4.934783 0.006 4 0.6 13.80592 0.267 0.267 0.06 0.153 3.13 1327.332 4457.376 178.4117 "Africa"
"670" 572 "Swaziland" 1999 0 NA 7.861342 2595 5.983784 5.26087 0.006 3 0.6 13.83479 0.267 0.267 0.06 0.153 3.06 1334.883 4463.2 164.5912 "Africa"
"671" 380 "Sweden" 1995 0 0 9.581283 14491 NA NA 0.016 12 12 15.99378 0.137 0.137 0.018 0.955 2.68 23120.6 22588.39 71.82288 "Europe"
"672" 380 "Sweden" 1996 0 0 9.590693 14628 10.72308 10.02222 0.016 12 12 15.99514 0.137 0.137 0.018 0.955 2.58 23387.32 22844.56 69.25208 "Europe"
"673" 380 "Sweden" 1997 0 0 9.609586 14907 10.6 10.02222 0.016 12 12 15.99586 0.137 0.137 0.018 0.955 2.3 23940 23314.42 75.56051 "Europe"
"674" 380 "Sweden" 1998 0 0 9.638414 15343 10.70769 10.06667 0.016 12 12 15.99613 0.137 0.137 0.018 0.955 2.29 24806.11 23955.57 78.7335 "Europe"
"675" 380 "Sweden" 1999 0 0 9.674891 15913 10.72308 10.11111 0.016 12 12 15.99676 0.137 0.137 0.018 0.955 2.25 25925.42 24908.07 79.11574 "Europe"
"676" 225 "Switzerland" 1995 0 0 9.654898 15598 NA NA 0.023 12 12 15.76726 0.586 0.586 0.457 0.424 NA 31614.37 29207.86 65.71981 "Europe"
"677" 225 "Switzerland" 1996 0 0 9.653422 15575 10.72308 10.02222 0.023 12 12 15.77194 0.586 0.586 0.457 0.424 1.99 31631.08 29118.17 67.34295 "Europe"
"678" 225 "Switzerland" 1997 0 0 9.668081 15805 10.6 10.02222 0.023 12 12 15.77391 0.586 0.586 0.457 0.424 1.91 32170.79 29061.2 74.11709 "Europe"
"679" 225 "Switzerland" 1998 0 0 9.685331 16080 10.70769 10.06667 0.023 12 12 15.77701 0.586 0.586 0.457 0.424 1.91 32967.04 29609.17 75.52365 "Europe"
"680" 225 "Switzerland" 1999 0 0 9.696587 16262 10.72308 10.11111 0.023 12 12 15.78066 0.586 0.586 0.457 0.424 1.88 33259.7 29622.87 77.7169 "Europe"
"681" 652 "Syria" 1995 NA 0.132 8.460623 4725 NA NA 0.888 0 0.6 16.46254 0.21 0.16 0.021 0.002 NA 1115.207 3158.817 68.97658 "Asia"
"682" 652 "Syria" 1996 NA 0.157 8.454892 4698 2.752941 2.222222 0.888 0 0.6 16.49044 0.21 0.16 0.021 0.002 4.15 1133.812 3271.35 69.91418 "Asia"
"683" 652 "Syria" 1997 NA 0.144 8.466952 4755 2.752941 2.222222 0.888 0 0.6 16.51764 0.21 0.16 0.021 0.002 4.14 1124.209 3403.015 66.22298 "Asia"
"684" 652 "Syria" 1998 NA 0.085 8.489205 4862 3.035294 2.277778 0.888 0 0.6 16.54412 0.21 0.16 0.021 0.002 4.01 1164.586 3467.118 61.42485 "Asia"
"685" 652 "Syria" 1999 NA 0.117 8.51459 4987 3 2.333333 0.888 0 0.6 16.56989 0.21 0.16 0.021 0.002 4.04 1094.463 3278.576 64.30833 "Asia"
"686" 713 "Taiwan" 1995 NA NA NA NA NA NA 0.004 8 10.2 NA 0.274 0.274 0.015 0.018 2.21 NA NA NA "Asia"
"687" 713 "Taiwan" 1996 NA NA NA NA 6.400002 4.25 0.004 10 10.8 NA 0.274 0.274 0.015 0.018 2.18 NA NA NA "Asia"
"688" 713 "Taiwan" 1997 NA NA NA NA 6.439998 4.5 0.004 10 11.4 NA 0.274 0.274 0.015 0.018 2.16 NA NA NA "Asia"
"689" 713 "Taiwan" 1998 NA NA NA NA 6.12 4.375 0.004 10 11.4 NA 0.274 0.274 0.015 0.018 2.29 NA NA NA "Asia"
"690" 713 "Taiwan" 1999 NA NA NA NA 6.6 4.6875 0.004 10 11.4 NA 0.274 0.274 0.015 0.018 2.14 NA NA NA "Asia"
"691" 702 "Tajikistan" 1995 NA NA NA NA NA NA 0.798 0 2.4 15.57938 0.55 0.55 0.001 0.004 NA 169.5425 832.3163 131.6772 "Asia"
"692" 702 "Tajikistan" 1996 NA NA NA NA 4.714286 3.142857 0.798 0 2.4 15.59503 0.55 0.55 0.001 0.004 NA 139.2641 708.666 150.4772 "Asia"
"693" 702 "Tajikistan" 1997 NA NA NA NA 3.685714 3.428571 0.798 2 3 15.6101 0.55 0.55 0.001 0.004 NA 139.7078 694.4309 174.863 "Asia"
"694" 702 "Tajikistan" 1998 NA NA NA NA 3.685714 3.714286 0.798 2 5.4 15.62626 0.55 0.55 0.001 0.004 4.3 145.1785 721.0387 106.8331 "Asia"
"695" 702 "Tajikistan" 1999 NA NA NA NA 4.628572 3.571429 0.798 2 5.4 15.64601 0.55 0.55 0.001 0.004 4.15 148.6714 744.6168 129.8618 "Asia"
"696" 510 "Tanzania" 1995 NA NA 6.259582 523 NA NA 0.316 4 5.4 17.20484 0.919 0.906 0.244 0.157 3.79 240.3538 485.359 59.33986 "Africa"
"697" 510 "Tanzania" 1996 NA NA 6.276643 532 6.129732 4.978261 0.316 4 5.4 17.23284 0.919 0.906 0.244 0.157 3.73 244.6555 491.2353 48.15307 "Africa"
"698" 510 "Tanzania" 1997 NA 0 6.284134 536 6.123078 5 0.316 4 5.4 17.25964 0.919 0.906 0.244 0.157 3.51 247.108 495.009 43.12663 "Africa"
"699" 510 "Tanzania" 1998 0 0 6.298949 544 5.895 4.913043 0.316 5 5.4 17.28525 0.919 0.906 0.244 0.157 3.53 250.51 500.1339 41.98005 "Africa"
"700" 510 "Tanzania" 1999 0 0 6.320768 556 5.854054 5.23913 0.316 6 5.4 17.30967 0.919 0.906 0.244 0.157 3.41 253.7969 505.9153 39.69961 "Africa"
"701" 800 "Thailand" 1995 0 0 8.506334 4946 NA NA 0.067 7 11.4 17.88642 0.634 0.634 0.004 0.005 2.54 2057.148 6471.353 90.42944 "Asia"
"702" 800 "Thailand" 1996 0 0 8.557759 5207 6.319998 4.3125 0.067 8 11.4 17.89264 0.634 0.634 0.004 0.005 2.53 2154.003 6816.555 84.77791 "Asia"
"703" 800 "Thailand" 1997 0 0 8.534247 5086 6.400002 4.625 0.067 8 11.4 17.89931 0.634 0.634 0.004 0.005 2.53 2101.767 6678.087 94.6039 "Asia"
"704" 800 "Thailand" 1998 0 0 8.419801 4536 6.12 4.5 0.067 9 11.4 17.90641 0.634 0.634 0.004 0.005 2.56 1861.695 5967.519 101.8678 "Asia"
"705" 800 "Thailand" 1999 0 0 8.452974 4689 6.6 4.75 0.067 9 11.4 17.91394 0.634 0.634 0.004 0.005 2.58 1925.374 6125.15 104.0236 "Asia"
"706" 461 "Togo" 1995 0.033 0 6.232448 509 NA NA 0.185 3 4.8 15.22893 0.707 0.674 0.234 0.097 NA 238.1976 1400.355 69.84647 "Africa"
"707" 461 "Togo" 1996 0.035 0 6.295266 542 6.145944 5 0.185 3 4.8 15.25771 0.707 0.674 0.234 0.097 NA 250.8532 1450.752 77.42242 "Africa"
"708" 461 "Togo" 1997 0.036 0 6.309918 550 6.138462 5.021739 0.185 3 4.8 15.28462 0.707 0.674 0.234 0.097 NA 276.9022 1603.465 73.78056 "Africa"
"709" 461 "Togo" 1998 0.013 0 6.261492 524 5.91 4.934783 0.185 3 4.8 15.31017 0.707 0.674 0.234 0.097 NA 260.8496 1538.048 72.98782 "Africa"
"710" 461 "Togo" 1999 NA NA 6.259582 523 5.87027 5.282609 0.185 4 4.8 15.33435 0.707 0.674 0.234 0.097 4.14 258.0644 1525.787 67.88953 "Africa"
"711" 52 "Trinidad and Tobago" 1995 0.261 0.22 9.030616 8355 NA NA 0.067 11 11.4 14.04821 0.639 0.639 0.325 0.134 NA 5079.819 7259.165 92.98863 "Latin America"
"712" 52 "Trinidad and Tobago" 1996 0.286 0.161 9.061725 8619 9.845454 8.40625 0.067 11 11.4 14.05466 0.639 0.639 0.325 0.134 2.69 5252.91 7524.108 92.80711 "Latin America"
"713" 52 "Trinidad and Tobago" 1997 0.156 0.144 9.086363 8834 10.06364 8.75 0.067 11 11.4 14.0606 0.639 0.639 0.325 0.134 2.63 5371.614 7504.681 111.1986 "Latin America"
"714" 52 "Trinidad and Tobago" 1998 0.069 0.1 9.127176 9202 10.09091 8.75 0.067 11 11.4 14.06638 0.639 0.639 0.325 0.134 2.6 5767.59 7973.858 102.2835 "Latin America"
"715" 52 "Trinidad and Tobago" 1999 0.264 0.101 9.186765 9767 10.09091 8.8125 0.067 11 12 14.07228 0.639 0.639 0.325 0.134 2.49 6000.341 8314.171 94.18471 "Latin America"
"716" 616 "Tunisia" 1995 0.011 0 8.057378 3157 NA NA 0.99 3 4.2 16.008 0.05 0.038 0.003 0 2.93 1655.289 5083.127 93.3847 "Africa"
"717" 616 "Tunisia" 1996 0.008 0 8.111028 3331 2.541176 2.055556 0.99 3 4.2 16.02261 0.05 0.038 0.003 0 2.83 1746.377 5385.473 85.78374 "Africa"
"718" 616 "Tunisia" 1997 0.01 0 8.150179 3464 2.541176 2.055556 0.99 3 4.2 16.03634 0.05 0.038 0.003 0 2.89 1816.266 5572.05 89.97861 "Africa"
"719" 616 "Tunisia" 1998 0.008 0 8.183956 3583 2.82353 2.111111 0.99 3 4.2 16.0491 0.05 0.038 0.003 0 2.9 1879.042 5740.63 89.45338 "Africa"
"720" 616 "Tunisia" 1999 0.006 0 8.231376 3757 2.788235 2.166667 0.99 3 4.2 16.06223 0.05 0.038 0.003 0 2.96 1966.973 6007.387 87.35788 "Africa"
"721" 640 "Turkey" 1995 0 0 8.292298 3993 NA NA 0.972 4 10.8 17.91815 0.255 0.255 0.001 0.001 2.95 2659.749 5836.775 44.24264 "Asia"
"722" 640 "Turkey" 1996 0 0 8.342602 4199 2.152941 2 0.972 5 10.8 17.93333 0.255 0.255 0.001 0.001 2.95 2794.668 6120.545 48.98597 "Asia"
"723" 640 "Turkey" 1997 0 0 8.39931 4444 2.152941 1.944444 0.972 5 10.2 17.94925 0.255 0.255 0.001 0.001 2.75 2951.474 6429.801 54.97033 "Asia"
"724" 640 "Turkey" 1998 0 0 8.414495 4512 2.470588 2 0.972 5 10.2 17.96455 0.255 0.255 0.001 0.001 2.66 2989.4 6477.875 52.24807 "Asia"
"725" 640 "Turkey" 1999 0 0 8.345693 4212 2.435294 2.055556 0.972 5 10.2 17.98039 0.255 0.255 0.001 0.001 2.8 2799.816 6148.399 50.08472 "Asia"
"726" 701 "Turkmenistan" 1995 NA NA NA NA NA NA 0.828 0 0.6 15.32136 0.463 0.463 0.001 0.001 NA 556.0794 2996.122 170.4196 "Asia"
"727" 701 "Turkmenistan" 1996 NA NA NA NA 4.971428 3.142857 0.828 0 0.6 15.34113 0.463 0.463 0.001 0.001 NA 509.4539 2745.852 152.1899 "Asia"
"728" 701 "Turkmenistan" 1997 NA NA NA NA 3.942858 3.428571 0.828 0 0.6 15.3541 0.463 0.463 0.001 0.001 NA 445.1847 2334.26 113.4286 "Asia"
"729" 701 "Turkmenistan" 1998 NA NA NA NA 4.028572 4 0.828 0 0.6 15.3669 0.463 0.463 0.001 0.001 4.5 470.2796 2521.288 103.466 "Asia"
"730" 701 "Turkmenistan" 1999 NA NA NA NA 5.314285 3.857143 0.828 0 1.2 15.37981 0.463 0.463 0.001 0.001 4.39 541.1841 2944.617 139.6343 "Asia"
"731" 500 "Uganda" 1995 0 0 6.463029 641 NA NA 0.055 5 3.6 16.76875 0.922 0.913 0.413 0.025 3.15 207.496 1043.562 32.62315 "Africa"
"732" 500 "Uganda" 1996 0 0 6.519147 678 6.17838 4.956522 0.055 6 4.8 16.79821 0.922 0.913 0.413 0.025 2.94 219.5835 1101.56 35.38549 "Africa"
"733" 500 "Uganda" 1997 0 NA 6.536692 690 6.138462 4.956522 0.055 6 4.8 16.827 0.922 0.913 0.413 0.025 2.8 224.0198 1118.247 34.15857 "Africa"
"734" 500 "Uganda" 1998 0 0 6.563856 709 5.91 4.869565 0.055 6 4.8 16.85513 0.922 0.913 0.413 0.025 2.64 228.117 1137.164 30.04472 "Africa"
"735" 500 "Uganda" 1999 0 0 6.608001 741 5.87027 5.217391 0.055 4 5.4 16.8826 0.922 0.913 0.413 0.025 2.64 238.7234 1191.281 36.50727 "Africa"
"736" 369 "Ukraine" 1995 NA NA NA NA NA NA 0.016 7 9.6 17.75769 0.422 0.422 0.107 0.025 4 670.4857 4271.605 97.2297 "Europe"
"737" 369 "Ukraine" 1996 NA NA NA NA 10.78462 10.13333 0.016 7 10.2 17.74957 0.422 0.422 0.107 0.025 4 608.816 3865.961 93.85664 "Europe"
"738" 369 "Ukraine" 1997 NA NA NA NA 10.64615 10.13333 0.016 7 10.2 17.7414 0.422 0.422 0.107 0.025 3.78 595.9568 3784.299 84.24142 "Europe"
"739" 369 "Ukraine" 1998 NA NA NA NA 10.75385 10.17778 0.016 7 10.2 17.73342 0.422 0.422 0.107 0.025 3.83 589.8821 3773.728 86.04973 "Europe"
"740" 369 "Ukraine" 1999 NA NA NA NA 10.76923 10.22222 0.016 7 9.6 17.72653 0.422 0.422 0.107 0.025 3.95 594.2795 3830.593 101.9517 "Europe"
"741" 696 "United Arab Emirates" 1995 0.753 NA 9.760656 17338 NA NA 0.779 3 1.2 14.66609 0.242 0.242 0.048 0.006 NA 22738.29 21146.86 131.9885 "Asia"
"742" 696 "United Arab Emirates" 1996 0.72 NA 9.807637 18172 2.717647 2.055556 0.779 3 1.2 14.71486 0.242 0.242 0.048 0.006 2.45 23374.93 22011.58 151.4332 "Asia"
"743" 696 "United Arab Emirates" 1997 0.722 NA 9.780416 17684 2.717647 2.055556 0.779 3 1.2 14.7633 0.242 0.242 0.048 0.006 2.4 23408.15 21637.02 156.9924 "Asia"
"744" 696 "United Arab Emirates" 1998 NA NA 9.667892 15802 3 2.111111 0.779 3 1.2 14.81761 0.242 0.242 0.048 0.006 2.3 22839.94 20363.38 148.1321 "Asia"
"745" 696 "United Arab Emirates" 1999 NA NA NA NA 2.964706 2.166667 0.779 3 1.2 14.85047 0.242 0.242 0.048 0.006 2.35 22169.54 21304.22 134.989 "Asia"
"746" 200 "United Kingdom" 1995 NA 0.005 9.534378 13827 NA NA 0.018 11 12 17.88635 0.389 0.389 0.097 0.09 1.8 21113.76 23226.46 57.15057 "Europe"
"747" 200 "United Kingdom" 1996 NA 0.005 9.556268 14133 10.72308 10.04444 0.018 11 12 17.88969 0.389 0.389 0.097 0.09 1.9 21669.71 23795.77 59.18989 "Europe"
