"V3543" "V3547" "V3551" "INTER1" "INTER2" "INTER3" "INTER4" "INFO1" "INFO2" "DEMCAND1" "DEMCAND2" "DEMCAND3" "REPCAND1" "REPCAND2" "REPCAND3" "DEMPART1" "DEMPART2" "DEMPART3" "REPPART1" "REPPART2" "REPPART3" "PARTIES1" "PARTIES2" "PARTIES3" "INDFEEL1" "INDFEEL2" "INDFEEL3" "CARFEEL1" "CARFEEL2" "CARFEEL3" "REAFEEL1" "REAFEEL2" "REAFEEL3" "KENFEEL1" "KENFEEL2" "KENFEEL3" "NEWV121" "NEWV2125" "NEWV3213" "NEWV122" "NEWV2126" "NEWV3214" "NEWV123" "NEWV2127" "NEWV3215" "NEWV130" "NEWV2134" "NEWV3224" "NEWV131" "NEWV2135" "NEWV3225" "PARTYID1" "PARTYID2" "PARTYID3" "PARTYID4" "PARTYID" "NEWV251" "NEWV2272" "NEWV3081" "COMMUN1" "COMMUN2" "COMMUN4" "COMMALL" "EDUC" "INC" "REL" "RELFREQ" "STATUS" "STATE" "PRESTOCO" "PRESTOST" "CONGTOCO" "PDEMCONT" "PREPCONT" "PDEMSTAT" "PREPSTAT" "CDEMCONT" "CREPCONT" "RFRIENDS" "DFRIENDS" "MFRIENDS" "AGE" "SEX" "RACE" "REGION" "DIDVOTE" "VOTE" "PARTREG" "VOTEVALI"
"208" NA NA NA 7 3 3 1 24 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 NA NA NA 4 1 NA NA 2 2 2 7 9 8 123 1 17 43 231920 9420841 10257291 0.27659968954812 0.694886167644015 0.400557869515046 0.570462976713013 0.983520990093778 0.98790470115355 0 0 1 55 2 1 4 NA NA NA NA
"209" NA NA NA 15 9 11 3 23 25 32 52 42 NA NA 51 50 60 60 85 100 85 50 50 30 50 50 50 50 60 50 50 60 85 0 60 40 2 4 5 6 5 4 NA 5 6 NA 5 5 NA 4 6 6 6 6 6 6 5 5 5 2 2 2 7 12 17 123 2 29 43 231920 9420841 10257291 0.27659968954812 0.694886167644015 0.400557869515046 0.570462976713013 0.983520990093778 0.98790470115355 0 0 1 34 2 1 4 1 1 3 1
"210" NA NA NA 5 11 11 1 36 32 27 36 NA 52.8571428571429 NA NA NA 50 30 NA 60 75 NA 50 50 NA 60 50 30 30 25 70 60 50 0 0 0 6 4 5 2 3 3 6 6 5 5 6 5 3 2 3 6 6 7 NA 6 4 5 5 2 2 2 7 9 21 728 1 30 43 231920 9420841 10257291 0.27659968954812 0.694886167644015 0.400557869515046 0.570462976713013 0.983520990093778 0.98790470115355 0 0 1 75 1 1 4 NA NA NA NA
"211" NA NA NA 9 5 9 3 15 18 NA NA NA NA NA NA 100 80 100 NA 50 NA 70 NA NA NA NA NA 100 75 100 70 NA NA NA NA NA 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 2 1 1 5 4 5 2 2 2 7 10 4 200 5 14 43 231920 9420841 10257291 0.27659968954812 0.694886167644015 0.400557869515046 0.570462976713013 0.983520990093778 0.98790470115355 0 0 1 84 2 1 4 2 NA NA NA
"212" 3 5 1 15 15 15 3 24 22 NA 43 40 NA NA 56 70 60 70 60 60 60 50 70 60 50 85 60 85 70 70 40 50 15 0 30 0 4 4 4 6 3 3 5 6 6 6 6 6 5 4 3 1 2 2 2 1 5 5 5 2 2 4 10 12 6 200 5 18 43 231920 9420841 10257291 0.27659968954812 0.694886167644015 0.400557869515046 0.570462976713013 0.983520990093778 0.98790470115355 0 0 1 58 2 1 4 1 2 1 1
"213" NA NA NA 3 3 3 3 8 10 NA NA NA NA NA NA NA NA 50 NA NA 50 NA NA 50 NA NA 50 NA NA 0 NA 85 50 NA NA 0 NA NA 6 NA NA 2 NA NA 6 NA NA NA NA NA NA NA 5 4 2 NA 1 3 1 2 2 2 7 11 10 123 5 21 43 231920 9420841 10257291 0.27659968954812 0.694886167644015 0.400557869515046 0.570462976713013 0.983520990093778 0.98790470115355 0 0 1 37 1 1 4 2 NA NA NA
"214" 5 5 5 5 9 9 3 14 24 50 NA NA NA NA 39 50 40 0 75 100 60 50 0 NA 0 30 100 50 0 0 50 70 0 50 60 30 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6 7 7 7 6 5 5 5 2 3 2 8 12 7 120 5 19 43 231920 9420841 10257291 0.27659968954812 0.694886167644015 0.400557869515046 0.570462976713013 0.983520990093778 0.98790470115355 0 1 0 71 2 1 4 1 1 3 1
"215" NA 5 NA 11 7 5 5 37 40 29 32 28 NA NA 43 65 50 40 65 50 40 70 40 30 50 40 50 30 30 30 0 60 50 0 30 30 5 4 5 4 3 3 7 6 6 5 6 6 4 3 2 4 4 4 4 4 5 5 5 3 4 2 10 13 20 NA NA 33 43 1482537 9420841 1424370 0.466503028254944 0.494803839634356 0.400557869515046 0.570462976713013 0.642229196065629 0.258387216804622 0 0 1 26 1 1 4 1 1 1 1
"216" 1 1 NA 15 9 11 5 32 39 44 34 34 NA NA 61 60 40 40 85 60 60 60 50 50 50 60 60 60 0 40 100 85 70 0 0 0 6 6 6 2 1 2 7 6 6 6 6 6 2 2 2 2 6 5 5 2 5 5 5 4 4 3 12 14 19 116 2 33 43 1482537 9420841 1424370 0.466503028254944 0.494803839634356 0.400557869515046 0.570462976713013 0.642229196065629 0.258387216804622 0 0 1 54 2 1 4 1 1 1 1
"217" NA NA NA 13 3 3 1 20 8 NA NA NA NA NA NA 30 NA NA 60 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA 0 NA NA 6 NA NA 7 NA NA NA NA NA 5 NA NA 4 NA NA 6 NA NA NA 6 5 NA NA 2 2 2 7 12 8 200 5 20 43 1482537 9420841 1424370 0.466503028254944 0.494803839634356 0.400557869515046 0.570462976713013 0.642229196065629 0.258387216804622 0 0 1 39 2 1 4 NA NA NA 1
"218" 1 1 1 5 9 13 5 16 16 NA NA NA NA NA NA 15 40 40 40 70 60 NA NA 50 NA 50 50 30 0 0 15 30 15 0 15 0 5 6 5 3 4 2 6 7 6 6 6 6 2 2 3 6 6 6 6 6 NA 3 5 2 2 2 7 12 20 200 5 32 43 1482537 9420841 1424370 0.466503028254944 0.494803839634356 0.400557869515046 0.570462976713013 0.642229196065629 0.258387216804622 1 0 0 41 2 1 4 1 1 3 1
"219" NA NA NA 9 11 11 5 27 29 46 43 44 NA NA 35 30 50 40 40 50 40 15 50 0 50 85 70 60 30 40 50 50 60 70 70 50 4 5 4 3 4 4 NA 3 2 6 6 2 2 3 5 3 3 3 4 3 5 5 5 2 3 4 11 14 12 140 1 26 43 1482537 9420841 1424370 0.466503028254944 0.494803839634356 0.400557869515046 0.570462976713013 0.642229196065629 0.258387216804622 0 0 1 46 1 1 4 1 4 1 1
"220" NA NA NA 15 3 3 1 40 8 NA NA NA NA NA NA 100 NA NA 85 NA NA 85 NA NA 40 NA NA 85 NA NA 80 NA NA 100 NA NA 2 NA NA 4 NA NA 7 NA NA 7 NA NA 2 NA NA 1 NA NA NA 1 5 NA NA 3 2 2 8 12 8 200 5 20 43 1482537 9420841 1424370 0.466503028254944 0.494803839634356 0.400557869515046 0.570462976713013 0.642229196065629 0.258387216804622 0 0 1 59 1 1 4 NA NA NA NA
"221" NA NA NA 15 13 15 5 32 32 NA 61 NA NA NA NA 100 100 85 30 0 50 85 85 NA 85 30 NA 100 100 85 30 30 40 0 0 40 7 2 1 4 2 2 6 6 6 3 7 3 2 2 5 1 1 1 1 1 5 5 5 3 3 4 11 10 4 200 2 14 43 1482537 9420841 1424370 0.466503028254944 0.494803839634356 0.400557869515046 0.570462976713013 0.642229196065629 0.258387216804622 0 0 1 69 1 1 4 1 2 1 1
"222" NA NA NA 7 7 7 1 12 11 NA NA NA NA NA 30 85 70 85 70 70 60 0 25 30 15 30 30 100 0 15 100 15 60 50 0 60 NA 4 4 NA 6 7 NA 2 2 NA 6 7 NA 7 4 1 1 2 1 1 2 5 5 2 2 2 7 14 5 300 1 19 43 1482537 9420841 1424370 0.466503028254944 0.494803839634356 0.400557869515046 0.570462976713013 0.642229196065629 0.258387216804622 0 0 1 79 1 1 4 1 1 1 1
"223" NA NA NA 5 5 9 3 8 14 NA NA NA NA NA NA 50 100 80 20 80 30 40 NA NA NA NA NA 90 90 80 NA 50 25 25 80 50 4 NA NA 7 NA NA NA NA NA 5 NA NA 5 NA NA 3 2 2 6 3 1 1 5 2 2 2 7 2 4 123 5 6 44 166883 4230754 126033 0.45706273257312 0.53173780432998 0.510469528599394 0.477314681969219 0.76200677600311 0.0400371331317988 0 0 1 57 1 2 4 2 NA NA NA
"224" NA NA NA 13 13 13 1 26 26 36 NA 52 NA NA NA 70 85 70 30 50 40 50 70 60 40 50 50 60 70 60 40 30 40 50 50 50 4 4 4 5 5 5 3 2 2 1 3 3 5 4 4 3 2 2 NA 3 5 5 1 3 4 2 10 13 4 NA NA 17 44 166883 4230754 126033 0.45706273257312 0.53173780432998 0.510469528599394 0.477314681969219 0.76200677600311 0.0400371331317988 0 0 1 18 2 2 4 NA NA NA NA
"225" 5 5 5 9 15 9 5 24 23 NA NA NA NA NA 42 60 85 70 60 75 60 50 60 60 50 65 60 100 85 70 60 60 40 50 70 60 2 NA NA 7 NA NA 4 NA NA 7 NA NA 7 NA NA 1 1 1 1 1 5 5 5 3 4 4 13 12 15 123 2 27 44 166883 4230754 126033 0.45706273257312 0.53173780432998 0.510469528599394 0.477314681969219 0.76200677600311 0.0400371331317988 0 1 0 31 1 2 4 1 2 1 NA
"226" 5 NA NA 7 13 9 3 26 23 NA NA NA NA NA NA 70 85 85 85 85 85 85 85 60 85 85 60 100 85 100 70 70 50 85 85 50 3 2 3 2 1 1 5 1 3 1 1 1 1 1 1 3 2 3 2 3 5 5 1 3 3 4 11 10 2 123 4 12 44 166883 4230754 126033 0.45706273257312 0.53173780432998 0.510469528599394 0.477314681969219 0.76200677600311 0.0400371331317988 0 0 1 23 2 2 4 2 NA NA NA
"227" NA NA NA 7 11 11 5 22 24 NA NA NA NA NA NA 30 60 100 40 40 70 15 70 85 0 50 0 40 70 100 15 NA 70 15 40 50 6 6 NA 5 6 NA 3 NA NA 6 5 NA 5 6 NA 1 1 1 1 1 5 5 5 2 2 2 7 11 16 123 1 27 44 166883 4230754 126033 0.45706273257312 0.53173780432998 0.510469528599394 0.477314681969219 0.76200677600311 0.0400371331317988 0 0 1 54 1 1 4 1 2 1 1
"228" NA NA NA 7 9 15 1 24 20 78 63 60 NA NA NA 100 85 100 50 75 50 85 65 70 50 50 50 100 85 100 70 60 60 70 60 60 NA 4 NA NA 2 NA NA 6 NA NA 2 NA NA 2 NA 2 2 1 2 2 5 1 1 2 2 3 9 12 9 123 3 21 44 166883 4230754 126033 0.45706273257312 0.53173780432998 0.510469528599394 0.477314681969219 0.76200677600311 0.0400371331317988 0 0 1 28 2 1 4 2 NA NA NA
"229" NA NA NA 11 3 3 1 32 8 46 NA NA NA NA NA 100 NA NA 50 NA NA 50 NA NA 15 NA NA 50 NA NA 70 NA NA 100 NA NA 4 NA NA 3 NA NA 5 NA NA 5 NA NA 4 NA NA 1 NA NA NA 1 5 NA NA 3 2 2 8 12 8 200 4 20 44 166883 4230754 126033 0.45706273257312 0.53173780432998 0.510469528599394 0.477314681969219 0.76200677600311 0.0400371331317988 0 0 1 32 2 1 4 NA NA NA NA
"230" 5 5 NA 15 15 15 5 31 24 NA NA NA NA NA NA 100 100 100 15 30 50 70 95 85 50 50 50 85 70 85 85 30 70 85 100 85 4 NA NA 4 NA NA 4 NA NA 3 NA NA 5 NA NA 1 1 1 1 1 5 5 5 2 2 3 8 13 13 112 4 26 44 166883 4230754 126033 0.45706273257312 0.53173780432998 0.510469528599394 0.477314681969219 0.76200677600311 0.0400371331317988 0 0 1 20 2 2 4 1 2 1 1
"231" NA NA NA 9 3 3 1 9 8 NA NA NA NA NA NA NA NA NA NA NA NA 100 NA NA 100 NA NA 75 NA NA NA NA NA 90 NA NA 4 NA NA 4 NA NA NA NA NA 4 NA NA 4 NA NA 4 NA NA NA 4 1 NA NA 2 2 2 7 7 15 200 1 22 44 166883 4230754 126033 0.45706273257312 0.53173780432998 0.510469528599394 0.477314681969219 0.76200677600311 0.0400371331317988 0 0 1 39 1 1 4 NA NA NA NA
"232" NA NA NA 5 5 3 3 27 19 NA NA NA NA NA NA 50 85 60 50 85 60 85 100 60 50 70 60 60 70 70 60 70 85 70 85 85 5 4 5 6 6 6 4 4 4 NA 3 4 NA 5 4 6 4 4 5 6 5 5 5 2 2 2 7 12 10 120 2 22 44 166883 4230754 126033 0.45706273257312 0.53173780432998 0.510469528599394 0.477314681969219 0.76200677600311 0.0400371331317988 0 0 1 28 1 1 4 1 1 NA 1
"233" 1 1 1 15 13 13 5 19 20 17 23 15 NA NA 69 40 30 10 70 85 100 50 60 45 50 15 55 15 0 0 40 85 75 0 0 0 5 5 5 3 2 NA 5 6 5 5 5 5 3 2 2 7 7 7 7 7 5 5 5 2 2 3 9 12 21 120 2 33 44 166883 4230754 126033 0.45706273257312 0.53173780432998 0.510469528599394 0.477314681969219 0.76200677600311 0.0400371331317988 1 0 0 63 2 1 4 1 1 3 1
"234" NA NA NA 9 15 11 5 30 24 40 38 44 NA 34.2857142857143 44 50 60 60 50 85 70 50 100 60 15 15 50 70 60 60 15 70 60 15 0 30 4 5 6 6 4 5 5 4 3 5 4 4 4 3 3 6 6 6 6 6 5 5 5 2 2 2 7 15 22 300 3 37 44 166883 4230754 126033 0.45706273257312 0.53173780432998 0.510469528599394 0.477314681969219 0.76200677600311 0.0400371331317988 0 0 1 57 2 1 4 1 1 3 1
"235" NA NA NA 9 5 3 3 26 18 NA NA NA NA NA NA 70 70 85 70 70 70 NA NA NA NA NA NA 70 70 85 70 70 70 60 70 70 4 NA 4 4 NA 4 4 NA NA 4 NA NA 4 NA NA 4 4 3 4 4 5 NA 1 2 2 2 7 12 2 140 3 14 44 456858 4230754 608114 0.438398802253654 0.540242263460419 0.510469528599394 0.477314681969219 0.49384983736602 0.351953745514821 0 0 1 70 1 1 4 2 NA NA NA
"236" 3 3 5 11 5 11 5 23 15 NA NA NA NA NA NA 50 50 50 50 50 50 50 50 50 NA 50 50 70 60 88 NA 60 40 0 0 20 4 4 6 5 5 6 NA 3 2 NA 3 5 NA 3 5 4 4 4 5 4 5 5 5 2 3 2 8 11 20 200 5 31 44 456858 4230754 608114 0.438398802253654 0.540242263460419 0.510469528599394 0.477314681969219 0.49384983736602 0.351953745514821 0 0 1 18 2 1 4 2 NA NA 1
"237" NA NA NA 11 15 15 5 12 28 60 52 48 NA NA NA 30 0 30 70 85 70 70 60 60 50 50 85 70 60 30 50 85 85 40 50 60 3 5 5 6 2 4 6 6 6 3 5 6 4 3 4 6 7 6 6 6 5 5 5 2 2 3 8 11 21 110 4 32 44 456858 4230754 608114 0.438398802253654 0.540242263460419 0.510469528599394 0.477314681969219 0.49384983736602 0.351953745514821 0 0 1 18 1 1 4 1 1 NA 1
"238" 5 5 5 9 9 11 5 30 27 37 NA 43 NA NA NA 100 70 60 70 50 60 100 50 85 0 30 50 100 85 100 60 70 0 0 0 15 NA 4 NA NA 6 NA NA 5 NA NA 6 NA NA 4 NA 1 3 2 2 1 5 5 5 2 2 2 7 12 21 140 2 33 44 456858 4230754 608114 0.438398802253654 0.540242263460419 0.510469528599394 0.477314681969219 0.49384983736602 0.351953745514821 0 1 0 42 1 1 4 1 2 NA 1
"239" NA NA NA 5 3 9 5 25 18 44 38 42 NA NA 42 50 50 50 50 50 50 50 60 50 70 50 50 60 70 70 50 40 40 40 15 0 5 NA 4 NA NA 3 NA NA 5 5 NA NA 3 NA NA 5 5 4 4 5 5 5 5 2 2 4 10 12 21 120 5 33 44 456858 4230754 608114 0.438398802253654 0.540242263460419 0.510469528599394 0.477314681969219 0.49384983736602 0.351953745514821 0 0 1 35 2 1 4 1 1 2 NA
"240" NA NA NA 11 11 9 5 24 30 27 33 23 50.7142857142857 57.1428571428571 40 50 60 15 50 60 15 55 0 0 100 100 100 30 40 30 30 40 40 20 30 15 3 3 3 4 4 5 7 6 7 6 6 6 2 1 2 5 5 5 5 5 5 5 5 4 4 4 14 16 19 NA NA 35 44 456858 4230754 608114 0.438398802253654 0.540242263460419 0.510469528599394 0.477314681969219 0.49384983736602 0.351953745514821 0 0 1 27 1 1 4 1 1 NA 1
"241" 5 5 5 11 5 13 1 18 13 49 50 48 NA NA NA 65 70 60 75 70 80 80 70 60 55 70 50 80 70 60 55 85 75 15 30 30 6 4 5 4 4 3 5 5 5 5 5 5 3 3 3 6 6 6 NA 6 5 5 5 2 4 2 10 13 21 120 4 34 44 456858 4230754 608114 0.438398802253654 0.540242263460419 0.510469528599394 0.477314681969219 0.49384983736602 0.351953745514821 0 1 0 18 2 1 4 NA NA NA 1
"242" 5 5 NA 9 11 15 5 40 39 NA NA 58 NA NA 46 60 60 70 40 50 60 70 70 70 85 70 70 40 40 40 40 40 50 15 60 60 5 5 5 6 6 4 6 7 6 6 6 6 4 4 3 2 4 3 3 2 5 5 5 2 2 2 7 17 19 140 5 36 44 456858 4230754 608114 0.438398802253654 0.540242263460419 0.510469528599394 0.477314681969219 0.49384983736602 0.351953745514821 0 0 1 28 1 1 4 1 4 2 NA
"243" NA 5 NA 13 9 9 3 14 19 39 50 48 NA NA NA 50 50 50 50 50 50 50 50 50 50 50 50 85 70 70 60 70 50 0 40 40 NA 4 4 NA 4 3 NA 5 5 NA NA NA NA NA NA 4 4 4 4 4 NA 1 5 2 2 3 8 12 16 200 2 28 44 456858 4230754 608114 0.438398802253654 0.540242263460419 0.510469528599394 0.477314681969219 0.49384983736602 0.351953745514821 0 0 1 26 2 1 4 2 NA NA NA
"244" 5 5 5 9 9 9 3 27 33 46 NA NA NA NA NA 50 50 60 50 70 80 50 50 50 50 50 50 60 60 60 60 50 50 40 30 40 5 4 5 4 2 3 6 2 5 6 6 6 5 2 2 5 6 6 5 5 5 5 5 2 2 2 7 15 12 200 3 27 44 90777 4230754 131093 0.503343357899027 0.471220683653348 0.510469528599394 0.477314681969219 0.583951850976025 0.349591511369791 0 1 0 32 1 1 4 2 NA NA NA
"245" 5 5 NA 9 9 9 5 20 13 NA 30 34 NA NA 49 50 NA 50 50 NA 50 30 30 15 NA NA 50 10 30 15 50 60 70 0 0 0 7 7 6 NA 2 3 5 6 6 5 5 6 3 3 2 5 5 5 5 5 5 5 5 2 2 2 7 13 10 140 1 23 44 90777 4230754 131093 0.503343357899027 0.471220683653348 0.510469528599394 0.477314681969219 0.583951850976025 0.349591511369791 0 0 1 28 1 1 4 2 NA NA NA
"246" NA NA NA 5 5 3 3 18 17 NA NA NA NA NA NA 70 70 NA 85 70 NA 50 60 NA 50 50 NA 100 85 NA 60 60 NA 60 50 NA NA 4 NA NA 4 NA NA 5 NA NA 5 NA NA 4 NA 6 2 NA 6 6 4 4 NA 2 2 2 7 12 16 110 5 28 44 90777 4230754 131093 0.503343357899027 0.471220683653348 0.510469528599394 0.477314681969219 0.583951850976025 0.349591511369791 0 0 1 27 2 1 4 2 NA NA NA
"247" 5 NA NA 5 5 9 3 23 20 64 NA NA NA NA NA 50 50 60 50 50 50 50 50 50 50 50 50 85 90 85 70 85 50 85 85 50 4 4 4 6 5 5 NA 6 3 NA 4 NA NA 4 NA 3 3 2 2 3 5 NA 5 2 2 2 7 13 18 140 2 31 44 90777 4230754 131093 0.503343357899027 0.471220683653348 0.510469528599394 0.477314681969219 0.583951850976025 0.349591511369791 0 0 1 30 2 1 4 2 NA NA NA
"248" NA NA NA 11 9 5 5 18 14 50 71 58 NA NA NA 70 85 90 60 85 85 85 0 50 100 100 50 70 85 90 15 85 85 30 70 50 NA 5 NA NA NA NA NA NA NA NA NA NA NA NA NA 2 3 2 3 2 5 5 5 2 2 4 9 12 19 140 2 31 44 90777 4230754 131093 0.503343357899027 0.471220683653348 0.510469528599394 0.477314681969219 0.583951850976025 0.349591511369791 0 0 1 51 1 1 4 1 2 NA 1
"249" NA NA NA 11 7 7 5 29 28 40 40 NA NA NA NA 60 60 70 60 60 85 85 50 50 70 70 60 70 60 50 85 70 85 0 0 0 6 6 7 4 3 4 5 5 5 3 4 4 2 4 4 5 6 5 5 5 5 5 5 2 2 2 7 12 17 120 5 29 44 90777 4230754 131093 0.503343357899027 0.471220683653348 0.510469528599394 0.477314681969219 0.583951850976025 0.349591511369791 0 0 1 33 2 1 4 1 1 3 1
"250" NA NA NA 11 11 11 5 31 21 40 45 44 NA NA 44 55 50 50 60 50 50 55 50 50 85 60 60 70 60 70 30 40 40 15 30 30 4 4 4 3 4 3 6 6 6 6 6 6 3 3 3 5 5 5 5 5 5 5 5 2 2 2 8 13 21 200 4 34 44 90777 4230754 131093 0.503343357899027 0.471220683653348 0.510469528599394 0.477314681969219 0.583951850976025 0.349591511369791 0 0 1 29 2 1 4 1 2 1 1
"251" NA NA NA 9 5 9 3 22 8 NA NA NA NA NA NA 100 NA NA 85 NA NA NA NA NA NA NA NA 100 60 NA 60 NA NA 100 70 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 4 2 1 4 5 1 1 3 2 2 8 6 10 123 1 16 31 179219 3822911 255998 0.438971314425368 0.510827535026978 0.425018788038748 0.527110361711272 0.404788318658739 0.471577902952367 0 0 1 64 1 1 3 2 NA NA NA
"252" NA NA NA 15 9 3 1 28 17 48 NA NA NA NA NA 40 70 NA 60 70 NA 30 60 NA 50 50 NA 15 0 NA 30 60 NA 85 60 NA 4 6 NA 6 NA NA 4 5 NA 3 NA NA 5 NA NA 3 3 NA NA 3 5 5 NA 3 2 2 8 13 21 111 1 34 31 179219 3822911 255998 0.438971314425368 0.510827535026978 0.425018788038748 0.527110361711272 0.404788318658739 0.471577902952367 0 0 1 30 1 1 3 NA NA NA NA
"253" 5 1 3 11 11 11 5 22 22 46.4 35 NA 37.1428571428571 NA 44.4 30 60 40 30 40 40 30 40 15 50 50 50 52 30 45 15 30 45 20 25 30 4 4 4 4 3 3 7 7 7 6 7 6 2 2 1 2 2 3 2 2 5 5 5 4 3 4 13 16 20 200 5 36 31 179219 3822911 255998 0.438971314425368 0.510827535026978 0.425018788038748 0.527110361711272 0.404788318658739 0.471577902952367 0 0 1 24 2 1 3 1 1 1 1
"254" NA NA NA 9 11 9 3 19 21 NA NA NA NA NA NA 60 50 60 50 60 50 30 50 60 30 40 50 60 40 40 40 50 30 40 60 60 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 2 2 4 4 NA 5 5 2 2 2 7 12 NA 200 2 NA 31 179219 3822911 255998 0.438971314425368 0.510827535026978 0.425018788038748 0.527110361711272 0.404788318658739 0.471577902952367 0 0 1 18 1 1 3 2 NA NA NA
"255" NA 1 NA 13 9 13 3 26 25 NA NA 50 NA NA 58 50 70 50 60 90 60 60 72 60 40 40 50 50 50 50 70 85 70 40 40 50 6 4 5 6 3 3 6 4 5 6 4 5 5 3 3 7 7 6 7 7 5 5 5 4 4 4 14 9 10 110 5 19 31 179219 3822911 255998 0.438971314425368 0.510827535026978 0.425018788038748 0.527110361711272 0.404788318658739 0.471577902952367 0 0 1 61 1 1 3 1 1 3 1
"256" NA NA NA 15 13 15 5 24 23 NA NA NA NA NA NA 60 60 70 60 70 60 50 70 70 70 60 60 85 60 75 70 70 60 30 40 30 6 5 4 5 3 6 6 4 5 6 4 5 5 3 5 3 5 4 3 3 5 5 5 4 4 4 14 12 17 111 2 29 31 179219 3822911 255998 0.438971314425368 0.510827535026978 0.425018788038748 0.527110361711272 0.404788318658739 0.471577902952367 0 0 1 28 1 1 3 2 NA NA NA
"257" 1 3 NA 7 3 5 1 19 16 48 50 56 NA NA 62 50 50 40 60 85 60 70 50 60 100 85 85 40 15 30 100 85 85 50 50 70 NA NA 4 NA NA 2 NA NA 6 NA NA 3 NA NA 5 5 5 5 5 5 5 5 5 3 3 3 10 12 20 110 2 32 31 179219 3822911 255998 0.438971314425368 0.510827535026978 0.425018788038748 0.527110361711272 0.404788318658739 0.471577902952367 0 0 1 36 1 1 3 1 1 3 1
"258" NA NA NA 15 3 3 1 21 8 63 NA NA 52.1428571428571 NA NA 85 NA NA 50 NA NA 70 NA NA 50 NA NA 85 NA NA 65 NA NA 70 NA NA 3 NA NA 4 NA NA 5 NA NA 5 NA NA 3 NA NA 1 NA NA NA 1 5 NA NA 3 2 2 8 10 NA 200 5 NA 21 8245877 14211790 8855254 0.408527316136295 0.561765716369526 0.433877787386388 0.529876743182949 0.51058829029636 0.345562871488497 0 0 1 78 1 1 2 NA NA NA 1
"259" NA NA NA 7 3 3 1 27 8 NA NA NA NA NA NA 85 NA NA 0 NA NA 0 NA NA 0 NA NA 85 NA NA 0 NA NA 85 NA NA 5 NA NA 7 NA NA 1 NA NA 1 NA NA 7 NA NA 2 NA NA NA 2 1 NA NA 2 2 2 7 10 5 140 1 15 21 8245877 14211790 8855254 0.408527316136295 0.561765716369526 0.433877787386388 0.529876743182949 0.51058829029636 0.345562871488497 0 0 1 38 2 2 2 NA NA NA NA
"260" 5 5 NA 9 9 9 5 17 23 50 55 56 NA 48.5714285714286 NA 15 50 50 50 50 50 50 50 50 50 50 50 50 50 70 100 85 70 70 85 60 5 2 4 5 3 7 5 6 4 5 6 NA 3 3 7 7 2 4 4 7 5 5 5 3 3 2 9 12 NA 200 1 NA 21 8245877 14211790 8855254 0.408527316136295 0.561765716369526 0.433877787386388 0.529876743182949 0.51058829029636 0.345562871488497 0 0 1 34 2 1 2 1 NA NA 1
"261" 1 NA 1 3 3 7 1 16 12 NA NA NA NA NA NA 95 30 70 80 60 NA NA NA 70 NA NA NA 85 50 0 80 NA 70 0 60 70 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 2 1 1 5 5 5 2 2 2 7 12 3 200 5 15 21 8245877 14211790 8855254 0.408527316136295 0.561765716369526 0.433877787386388 0.529876743182949 0.51058829029636 0.345562871488497 0 0 1 69 2 1 2 1 2 1 NA
"262" NA NA NA 5 3 3 1 17 8 NA NA NA NA NA NA 60 NA NA 60 NA NA 60 NA NA 50 NA NA 70 NA NA NA NA NA 85 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6 NA NA NA 6 1 NA NA 2 2 2 7 11 18 200 2 29 21 8245877 14211790 8855254 0.408527316136295 0.561765716369526 0.433877787386388 0.529876743182949 0.51058829029636 0.345562871488497 0 0 1 18 2 1 2 NA NA NA 1
"263" NA NA NA 3 3 3 1 20 8 38 NA NA NA NA NA 50 NA NA 50 NA NA NA NA NA NA NA NA 70 NA NA 0 NA NA 0 NA NA 6 NA NA 7 NA NA 5 NA NA NA NA NA 6 NA NA 4 NA NA NA 4 2 NA NA 2 2 2 7 12 13 200 5 25 21 8245877 14211790 8855254 0.408527316136295 0.561765716369526 0.433877787386388 0.529876743182949 0.51058829029636 0.345562871488497 0 0 1 40 2 1 2 NA NA NA NA
"264" NA NA NA 13 3 7 1 23 12 NA NA NA NA NA NA 80 85 60 75 60 50 50 60 50 50 NA NA 90 70 70 75 70 60 75 60 50 5 4 4 6 5 5 NA NA 3 4 NA 3 6 NA 4 2 2 2 2 2 5 5 1 3 2 3 9 12 11 200 2 23 21 8245877 14211790 8855254 0.408527316136295 0.561765716369526 0.433877787386388 0.529876743182949 0.51058829029636 0.345562871488497 0 0 1 47 2 1 2 2 NA NA NA
