"V3543" "V3547" "V3551" "INTER1" "INTER2" "INTER3" "INTER4" "INFO1" "INFO2" "DEMCAND1" "DEMCAND2" "DEMCAND3" "REPCAND1" "REPCAND2" "REPCAND3" "DEMPART1" "DEMPART2" "DEMPART3" "REPPART1" "REPPART2" "REPPART3" "PARTIES1" "PARTIES2" "PARTIES3" "INDFEEL1" "INDFEEL2" "INDFEEL3" "CARFEEL1" "CARFEEL2" "CARFEEL3" "REAFEEL1" "REAFEEL2" "REAFEEL3" "KENFEEL1" "KENFEEL2" "KENFEEL3" "NEWV121" "NEWV2125" "NEWV3213" "NEWV122" "NEWV2126" "NEWV3214" "NEWV123" "NEWV2127" "NEWV3215" "NEWV130" "NEWV2134" "NEWV3224" "NEWV131" "NEWV2135" "NEWV3225" "PARTYID1" "PARTYID2" "PARTYID3" "PARTYID4" "PARTYID" "NEWV251" "NEWV2272" "NEWV3081" "COMMUN1" "COMMUN2" "COMMUN4" "COMMALL" "EDUC" "INC" "REL" "RELFREQ" "STATUS" "STATE" "PRESTOCO" "PRESTOST" "CONGTOCO" "PDEMCONT" "PREPCONT" "PDEMSTAT" "PREPSTAT" "CDEMCONT" "CREPCONT" "RFRIENDS" "DFRIENDS" "MFRIENDS" "AGE" "SEX" "RACE" "REGION" "DIDVOTE" "VOTE" "PARTREG" "VOTEVALI"
"877" NA NA NA 7 11 3 1 20 30 NA NA NA NA NA NA 100 100 NA 0 0 NA NA 50 NA NA 15 NA 75 75 NA NA 40 NA NA 0 NA 5 NA NA NA NA NA NA NA NA NA NA NA 2 NA NA 1 1 NA NA 1 5 5 NA 2 2 2 7 5 7 120 4 12 49 100306 12084802 105164 0.336191254760433 0.650010966442685 0.423486872188721 0.559620339662992 0.84837967365258 0.137756266402952 0 0 1 88 1 1 4 NA NA NA NA
"878" 5 1 NA 15 15 15 5 32 30 6 9 16 NA NA 90 30 15 15 85 100 100 60 85 60 50 85 100 0 0 0 40 100 100 0 15 15 6 7 7 2 2 2 4 7 6 6 6 6 2 2 2 6 5 5 7 6 5 5 5 3 4 4 13 13 19 140 2 32 49 100306 12084802 105164 0.336191254760433 0.650010966442685 0.423486872188721 0.559620339662992 0.84837967365258 0.137756266402952 0 0 1 34 2 1 4 1 1 3 NA
"879" NA NA NA 3 3 3 1 20 8 NA NA NA NA NA NA 100 NA NA NA NA NA NA NA NA NA NA NA 100 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA 1 4 NA NA 2 2 2 7 8 3 120 1 11 49 100306 12084802 105164 0.336191254760433 0.650010966442685 0.423486872188721 0.559620339662992 0.84837967365258 0.137756266402952 0 0 1 81 2 1 4 NA NA NA 1
"880" NA NA NA 9 9 7 3 8 18 NA NA NA NA NA NA 85 60 70 40 40 70 70 60 70 40 50 50 40 40 70 50 60 60 70 50 50 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 2 2 2 5 5 5 2 2 2 7 12 10 111 5 22 49 100306 12084802 105164 0.336191254760433 0.650010966442685 0.423486872188721 0.559620339662992 0.84837967365258 0.137756266402952 0 0 1 36 2 1 4 1 NA 1 NA
"881" 5 5 5 15 11 15 5 38 32 56 60 62 42.8571428571429 NA 40 85 100 85 40 40 30 60 85 60 30 50 50 100 100 100 60 60 30 40 30 40 6 6 6 6 7 7 4 5 4 2 4 2 7 6 7 1 1 1 1 1 5 5 5 4 4 4 14 12 16 136 2 28 49 100306 12084802 105164 0.336191254760433 0.650010966442685 0.423486872188721 0.559620339662992 0.84837967365258 0.137756266402952 0 1 0 29 1 1 4 1 2 1 NA
"882" 1 1 1 7 11 15 5 32 24 49 38 38 NA NA 46 60 60 40 85 85 70 60 50 40 40 30 40 85 70 85 85 85 85 30 0 15 4 5 5 4 4 2 4 4 3 4 4 3 2 3 1 5 6 6 7 5 5 5 5 2 2 4 10 13 20 140 4 33 49 100306 12084802 105164 0.336191254760433 0.650010966442685 0.423486872188721 0.559620339662992 0.84837967365258 0.137756266402952 1 0 0 52 2 1 4 1 1 3 1
"883" NA NA NA 5 5 11 5 23 22 48 NA NA NA NA NA 40 40 40 60 60 70 50 40 50 50 40 50 40 60 60 70 70 85 50 40 70 5 5 5 3 2 3 4 5 4 5 5 5 2 2 2 6 6 6 7 6 5 5 5 2 2 2 7 16 19 136 5 35 49 100306 12084802 105164 0.336191254760433 0.650010966442685 0.423486872188721 0.559620339662992 0.84837967365258 0.137756266402952 0 0 1 53 2 1 4 1 1 3 1
"884" NA NA NA 15 15 15 5 20 17 6 16 20 NA NA 81 0 0 0 85 85 10 NA 100 90 NA 0 50 0 0 0 60 85 100 0 0 0 7 7 7 NA NA NA 6 6 7 5 7 7 1 1 1 7 6 7 7 7 5 5 5 2 3 4 11 16 NA 110 1 NA 49 15553 12084802 19436 0.476499710666752 0.516877772776956 0.423486872188721 0.559620339662992 1.08751800782054 0.295791315085409 0 0 1 63 2 1 4 1 1 3 1
"885" 5 5 5 15 11 11 5 30 24 NA NA NA NA NA NA 100 100 100 0 0 0 50 85 70 0 0 0 100 100 100 0 NA 0 75 90 0 1 2 1 1 2 2 6 NA 6 5 7 7 1 1 2 1 1 1 1 1 5 5 5 2 2 4 9 8 NA 140 3 NA 49 1989809 12084802 2321294 0.408016045761176 0.572850459516466 0.423486872188721 0.559620339662992 0.402457422454889 0.502110891597531 0 1 0 77 2 2 4 1 2 1 1
"886" 5 5 NA 9 11 9 5 30 25 NA NA 75 NA NA NA 100 100 100 50 0 0 50 60 85 0 0 0 85 85 85 50 15 50 100 85 100 6 1 NA 7 3 NA 4 6 NA 2 6 NA 7 3 NA 1 1 1 1 1 5 5 5 2 3 2 8 12 NA 140 3 NA 49 1989809 12084802 2321294 0.408016045761176 0.572850459516466 0.423486872188721 0.559620339662992 0.402457422454889 0.502110891597531 0 0 1 21 1 2 4 1 2 1 1
"887" NA NA NA 9 5 5 3 13 18 NA NA NA NA NA NA 70 50 30 60 50 70 60 60 40 85 30 70 70 50 30 60 30 40 70 15 40 3 3 5 5 2 NA 4 6 4 6 6 5 7 2 5 5 6 6 6 5 1 5 1 2 2 2 7 3 11 140 1 14 49 1989809 12084802 2321294 0.408016045761176 0.572850459516466 0.423486872188721 0.559620339662992 0.402457422454889 0.502110891597531 0 0 1 52 2 1 4 2 NA NA NA
"888" NA NA NA 11 15 11 5 24 21 NA NA NA NA NA NA 100 100 95 35 0 50 5 70 50 10 0 40 30 85 90 NA 15 15 100 85 95 2 1 2 2 2 2 NA 7 6 6 7 6 1 2 2 1 1 1 1 1 5 5 5 2 2 2 7 13 6 120 3 19 49 1989809 12084802 2321294 0.408016045761176 0.572850459516466 0.423486872188721 0.559620339662992 0.402457422454889 0.502110891597531 0 0 1 64 1 2 4 1 2 1 NA
"889" NA NA NA 11 15 7 5 32 21 NA NA NA NA NA NA 100 85 100 40 60 40 75 70 30 60 50 15 100 85 40 NA 60 NA 75 70 30 5 3 1 6 4 7 NA 6 NA 1 6 3 6 2 7 1 1 1 1 1 5 5 5 2 2 3 8 7 NA 200 5 NA 49 1989809 12084802 2321294 0.408016045761176 0.572850459516466 0.423486872188721 0.559620339662992 0.402457422454889 0.502110891597531 0 0 1 73 1 1 4 1 2 1 NA
"890" NA 1 NA 9 13 13 3 25 25 65 NA 73 NA NA 61 70 85 75 60 60 40 60 85 75 85 85 75 85 70 75 30 0 15 55 70 85 4 2 4 4 3 4 7 6 7 6 6 7 3 3 3 3 1 1 1 3 5 5 5 2 3 4 11 14 4 200 2 18 49 1989809 12084802 2321294 0.408016045761176 0.572850459516466 0.423486872188721 0.559620339662992 0.402457422454889 0.502110891597531 0 0 1 26 2 1 4 1 2 NA NA
"891" NA NA NA 9 11 11 5 24 26 NA NA NA NA NA NA 100 100 95 50 0 50 15 50 85 30 0 15 70 100 70 NA 0 25 60 90 100 NA 1 2 NA 2 5 NA 6 7 NA 7 7 NA 1 4 1 1 1 2 1 5 5 5 2 2 2 7 17 NA 120 3 NA 49 1989809 12084802 2321294 0.408016045761176 0.572850459516466 0.423486872188721 0.559620339662992 0.402457422454889 0.502110891597531 0 0 1 37 2 2 4 1 2 1 NA
"892" 5 5 5 7 5 3 3 17 20 NA NA 52 NA NA NA 60 70 70 60 70 60 60 70 30 40 50 50 85 70 85 50 60 60 40 0 15 4 5 4 3 3 3 NA 4 5 5 5 5 4 4 4 2 2 2 2 2 1 4 5 2 3 3 9 12 6 136 4 18 49 4069 12084802 5993 0.50135168346031 0.48808060948636 0.423486872188721 0.559620339662992 1.41748706824629 1.11196395795094 0 1 0 63 2 1 4 2 NA NA NA
"893" 5 NA NA 15 3 15 5 16 8 82 NA NA NA NA NA 100 NA 100 15 NA 0 NA NA NA 50 NA 50 100 NA 100 85 NA 50 70 NA 50 5 NA NA 7 NA NA 7 NA NA 1 NA NA 7 NA NA 1 NA 1 1 1 NA NA 5 3 2 4 10 10 3 120 3 13 49 4069 12084802 5993 0.50135168346031 0.48808060948636 0.423486872188721 0.559620339662992 1.41748706824629 1.11196395795094 0 0 1 75 2 1 4 1 2 1 1
"894" 1 1 5 11 15 15 5 32 32 NA NA 63 NA NA NA 60 60 70 70 85 85 70 85 70 85 50 70 60 60 70 70 85 85 70 60 85 6 6 6 5 4 4 6 6 5 6 5 6 4 3 2 5 2 2 2 5 5 5 5 3 4 3 11 12 22 200 5 34 49 4069 12084802 5993 0.50135168346031 0.48808060948636 0.423486872188721 0.559620339662992 1.41748706824629 1.11196395795094 0 0 1 46 2 1 4 1 1 1 NA
"895" 5 5 1 9 9 9 3 16 12 50 55 NA NA NA NA 80 50 100 30 45 50 50 50 50 40 50 50 80 75 60 50 50 40 40 50 50 4 NA NA 4 NA NA 3 NA NA 3 NA NA 5 NA NA 2 2 2 1 2 NA 4 5 2 2 2 7 10 8 123 2 18 49 4069 12084802 5993 0.50135168346031 0.48808060948636 0.423486872188721 0.559620339662992 1.41748706824629 1.11196395795094 0 0 1 41 1 1 4 1 2 1 1
"896" 5 5 5 13 13 9 5 18 12 NA NA 55 NA NA NA 50 85 85 60 85 70 60 70 70 0 15 50 70 70 85 40 85 70 30 15 30 6 6 6 5 6 6 4 6 4 3 5 3 5 6 6 2 2 2 2 2 5 5 5 3 4 4 13 17 18 200 4 35 49 4069 12084802 5993 0.50135168346031 0.48808060948636 0.423486872188721 0.559620339662992 1.41748706824629 1.11196395795094 0 1 0 31 1 1 4 1 2 1 1
"897" NA NA NA 3 3 9 3 19 12 NA NA NA NA NA NA 100 70 85 60 60 60 40 40 50 50 50 50 70 100 85 NA NA 60 85 60 50 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 3 4 6 2 5 1 1 2 2 2 7 3 10 200 5 13 49 4069 12084802 5993 0.50135168346031 0.48808060948636 0.423486872188721 0.559620339662992 1.41748706824629 1.11196395795094 0 0 1 35 1 1 4 2 NA NA NA
"898" NA NA NA 3 3 9 1 16 13 61 NA NA NA NA NA 60 50 70 60 NA 80 70 60 50 50 NA 60 60 60 100 NA 60 NA 85 85 60 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 5 2 4 5 1 2 1 2 2 3 8 2 6 200 4 8 49 4069 12084802 5993 0.50135168346031 0.48808060948636 0.423486872188721 0.559620339662992 1.41748706824629 1.11196395795094 0 0 1 60 1 1 4 2 NA NA NA
"899" NA NA NA 9 11 15 5 24 22 44 45 50 NA NA NA 60 70 70 55 60 30 15 30 50 75 85 60 70 70 60 75 60 40 45 40 70 2 5 2 5 5 3 3 6 6 5 6 6 4 5 4 3 3 3 3 3 5 5 5 2 2 3 8 14 3 152 2 17 67 701187 1623722 1016699 0.304654821039181 0.635461011114011 0.266461869704297 0.678218315696899 0.34553097819512 0.471907614741433 0 0 1 35 2 1 6 1 4 NA 1
"900" NA NA NA 9 11 3 1 21 32 NA NA NA NA NA NA 75 NA NA 75 NA NA 40 NA NA 50 NA NA 79 NA NA 50 NA NA 40 NA NA 4 NA NA 4 NA NA 4 NA NA NA NA NA NA NA NA 3 2 NA NA 3 5 NA NA 3 2 2 8 12 19 152 5 31 67 701187 1623722 1016699 0.304654821039181 0.635461011114011 0.266461869704297 0.678218315696899 0.34553097819512 0.471907614741433 0 0 1 89 2 1 6 NA NA NA NA
"901" 5 NA NA 11 11 9 5 24 24 27 21 38 NA NA 49 40 30 60 85 100 85 40 50 50 30 50 50 70 40 70 60 40 40 0 0 0 5 5 5 4 4 4 NA 6 6 5 5 6 3 3 3 6 7 6 6 6 5 5 5 2 2 3 9 12 16 123 3 28 67 701187 1623722 1016699 0.304654821039181 0.635461011114011 0.266461869704297 0.678218315696899 0.34553097819512 0.471907614741433 0 0 1 57 2 1 6 1 2 3 NA
"902" NA NA NA 9 13 15 5 31 30 NA 50 60 NA NA 66 85 30 40 70 85 85 70 70 85 70 85 85 70 40 30 85 85 85 30 60 70 2 5 3 4 2 4 6 6 6 6 6 6 3 3 3 3 5 6 6 3 5 5 5 2 2 2 7 17 20 152 1 37 67 701187 1623722 1016699 0.304654821039181 0.635461011114011 0.266461869704297 0.678218315696899 0.34553097819512 0.471907614741433 0 0 1 62 1 1 6 1 1 3 1
"903" NA NA NA 7 3 3 1 21 8 76 NA NA NA NA NA 85 NA NA 85 NA NA 85 NA NA 85 NA NA 85 NA NA 70 NA NA 70 NA NA 4 NA NA 4 NA NA 5 NA NA 6 NA NA 3 NA NA 2 NA NA NA 2 5 NA NA 2 2 2 7 12 18 152 2 30 67 701187 1623722 1016699 0.304654821039181 0.635461011114011 0.266461869704297 0.678218315696899 0.34553097819512 0.471907614741433 0 0 1 51 1 1 6 NA NA NA NA
"904" NA 1 NA 13 15 13 3 36 29 44 36 30 NA NA 59 60 60 40 60 70 60 70 60 60 70 70 60 70 60 60 100 85 85 70 60 30 5 5 5 3 3 3 7 7 6 4 5 5 3 3 3 6 5 5 5 6 5 5 5 4 4 4 14 12 NA 152 NA NA 67 701187 1623722 1016699 0.304654821039181 0.635461011114011 0.266461869704297 0.678218315696899 0.34553097819512 0.471907614741433 0 0 1 40 2 1 6 1 1 3 1
"905" NA NA 1 9 15 15 5 14 26 NA NA 36 NA NA NA 0 0 30 85 75 60 NA 0 40 NA 50 40 15 0 30 85 95 85 0 4 15 4 6 6 5 2 4 3 6 5 3 5 5 5 1 2 7 7 7 7 7 5 5 5 2 3 4 11 13 18 152 4 31 67 701187 1623722 1016699 0.304654821039181 0.635461011114011 0.266461869704297 0.678218315696899 0.34553097819512 0.471907614741433 0 0 1 28 2 1 6 1 1 3 1
"906" 1 NA 1 15 15 15 5 19 31 30 18 29 NA NA NA 70 50 40 85 70 70 85 70 70 85 70 60 40 0 30 85 100 85 30 0 15 5 6 6 4 2 2 6 7 7 6 6 6 2 3 2 6 6 6 7 6 5 5 5 2 4 4 12 16 18 152 5 34 67 701187 1623722 1016699 0.304654821039181 0.635461011114011 0.266461869704297 0.678218315696899 0.34553097819512 0.471907614741433 0 0 1 34 1 1 6 1 1 NA 1
"907" 1 1 1 13 15 15 5 16 22 39 NA 25 NA NA NA 40 30 25 75 70 75 60 50 50 50 50 50 40 15 15 90 85 85 15 0 0 5 6 6 4 3 2 6 7 7 5 6 6 3 3 2 6 6 7 7 6 5 5 5 2 3 3 10 17 17 152 5 34 67 701187 1623722 1016699 0.304654821039181 0.635461011114011 0.266461869704297 0.678218315696899 0.34553097819512 0.471907614741433 1 0 0 27 1 1 6 1 1 3 1
"908" NA NA NA 11 11 11 5 32 31 NA 64 41 NA 60 63 50 60 50 50 60 50 50 85 60 NA 60 15 70 60 30 100 100 85 100 100 85 5 5 6 4 7 1 6 6 6 5 6 7 5 5 6 4 4 2 2 4 5 5 5 4 3 3 11 15 20 152 5 35 67 701187 1623722 1016699 0.304654821039181 0.635461011114011 0.266461869704297 0.678218315696899 0.34553097819512 0.471907614741433 0 0 1 47 1 1 6 1 1 1 1
"909" NA NA NA 3 9 3 3 16 13 NA NA NA NA NA NA 70 60 NA 60 70 NA 50 60 NA 60 60 NA 100 100 85 NA NA NA NA NA 80 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 6 6 3 2 5 5 5 2 2 2 7 10 3 152 3 13 67 701187 1623722 1016699 0.304654821039181 0.635461011114011 0.266461869704297 0.678218315696899 0.34553097819512 0.471907614741433 0 0 1 45 2 3 6 2 NA NA NA
"910" NA NA NA 9 9 9 3 19 20 53 50 NA NA NA 60 85 100 100 70 60 70 50 85 100 30 50 60 85 70 85 70 60 70 50 60 60 3 4 3 4 3 3 4 2 4 4 3 5 4 3 3 1 1 1 2 1 5 5 5 2 3 2 8 11 18 152 1 29 67 701187 1623722 1016699 0.304654821039181 0.635461011114011 0.266461869704297 0.678218315696899 0.34553097819512 0.471907614741433 0 0 1 42 1 1 6 1 2 1 1
"911" NA NA 1 13 3 3 3 23 11 53 NA NA NA NA NA 85 60 50 60 50 50 30 50 0 65 70 60 30 30 15 85 60 60 85 70 85 3 3 2 6 6 7 4 3 4 6 4 4 4 4 3 2 3 3 4 2 5 5 1 2 2 2 7 12 15 152 1 27 67 701187 1623722 1016699 0.304654821039181 0.635461011114011 0.266461869704297 0.678218315696899 0.34553097819512 0.471907614741433 0 0 1 37 2 1 6 2 NA NA NA
"912" NA NA NA 11 13 13 3 11 14 NA NA NA NA NA NA 40 40 60 60 60 85 50 50 70 30 50 60 40 30 40 NA 60 85 NA 30 40 NA 4 4 NA 7 5 NA 4 3 NA 3 3 NA 4 5 6 5 6 6 6 5 5 5 2 2 3 8 12 15 152 4 27 67 701187 1623722 1016699 0.304654821039181 0.635461011114011 0.266461869704297 0.678218315696899 0.34553097819512 0.471907614741433 0 0 1 23 2 1 6 1 1 NA 1
"913" NA 1 NA 7 3 7 5 24 24 NA NA NA NA NA NA 60 75 NA 60 60 NA 50 NA NA NA 25 NA 0 35 NA 40 75 NA 70 70 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 5 5 6 5 5 5 5 2 2 2 7 16 9 152 2 25 67 701187 1623722 1016699 0.304654821039181 0.635461011114011 0.266461869704297 0.678218315696899 0.34553097819512 0.471907614741433 0 0 1 79 2 1 6 1 1 1 1
"914" 5 5 1 15 15 11 5 30 24 NA NA NA NA NA NA 50 60 70 50 50 70 85 50 85 50 50 85 50 60 70 NA NA 70 40 50 85 NA NA 7 NA NA 4 NA NA 3 NA NA 5 NA NA 5 3 5 5 5 3 5 5 5 2 2 3 8 11 12 140 3 23 40 250515 5020145 268771 0.501834221503702 0.471225275931581 0.399382288758592 0.560672251498712 0.689769357557177 0.16807988957142 0 0 1 21 1 2 4 2 NA NA NA
"915" NA NA NA 13 13 11 1 24 24 56 55 44 NA NA NA 100 85 70 30 60 40 60 70 50 15 NA 50 70 70 70 0 15 0 85 85 85 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 1 1 1 5 5 5 2 2 2 7 12 19 140 2 31 40 250515 5020145 268771 0.501834221503702 0.471225275931581 0.399382288758592 0.560672251498712 0.689769357557177 0.16807988957142 0 0 1 49 1 2 4 1 2 1 1
"916" NA NA NA 9 5 5 3 21 17 NA NA NA NA NA NA 50 60 60 60 70 60 70 60 60 40 40 60 60 70 70 50 70 60 40 40 40 5 6 5 4 4 4 6 6 6 5 5 6 4 4 4 5 5 6 4 5 5 5 5 4 2 3 10 17 20 123 4 37 40 250515 5020145 268771 0.501834221503702 0.471225275931581 0.399382288758592 0.560672251498712 0.689769357557177 0.16807988957142 0 0 1 25 1 1 4 1 2 NA 1
"917" NA 1 NA 7 11 11 5 20 20 NA NA NA NA NA 80 70 70 70 85 100 85 85 85 85 70 NA 70 70 70 60 85 100 85 60 60 50 NA 6 5 NA 4 4 NA 6 5 NA 6 5 NA 3 4 6 7 7 6 6 5 5 5 2 2 2 7 12 8 120 5 20 40 250515 5020145 268771 0.501834221503702 0.471225275931581 0.399382288758592 0.560672251498712 0.689769357557177 0.16807988957142 0 0 1 85 2 1 4 1 1 NA 1
"918" 5 NA NA 7 13 5 3 23 24 NA NA NA NA NA NA 70 70 60 85 60 60 70 85 50 50 70 50 85 70 70 60 85 70 50 50 60 5 4 NA 6 5 NA 3 5 NA 5 5 NA 5 5 NA 6 5 4 4 6 5 5 NA 2 2 2 7 12 16 116 3 28 40 206437 5020145 254055 0.247881920392178 0.719086210320824 0.399382288758592 0.560672251498712 0.626069158253134 0.211513255003838 0 0 1 28 1 1 4 1 NA NA NA
"919" NA 1 NA 7 7 7 5 29 28 48 47 52 NA NA 62 50 40 45 50 60 55 50 60 50 50 95 50 60 60 70 60 75 70 30 40 40 5 6 6 3 3 4 6 6 6 5 5 6 3 3 3 5 5 5 5 5 5 5 5 3 3 3 10 17 NA 120 3 NA 40 206437 5020145 254055 0.247881920392178 0.719086210320824 0.399382288758592 0.560672251498712 0.626069158253134 0.211513255003838 0 0 1 40 1 1 4 1 NA 2 1
"920" 5 5 5 7 5 9 3 13 25 NA 56 65 NA NA NA 85 60 70 15 40 40 60 60 50 30 30 50 60 70 70 40 40 30 85 60 85 3 2 2 4 3 2 6 6 6 7 6 6 2 3 2 2 1 1 1 2 5 5 5 2 2 4 9 15 17 140 2 32 40 206437 5020145 254055 0.247881920392178 0.719086210320824 0.399382288758592 0.560672251498712 0.626069158253134 0.211513255003838 0 1 0 30 2 2 4 1 2 1 NA
"921" NA NA NA 9 5 5 3 26 20 NA 40 54 NA NA 59 70 50 60 70 60 55 70 50 50 70 40 40 70 50 70 70 60 60 60 40 50 NA 4 NA NA 2 NA NA 3 NA NA 5 NA NA 4 NA 4 5 3 4 4 5 5 5 2 2 2 7 13 20 140 4 33 40 206437 5020145 254055 0.247881920392178 0.719086210320824 0.399382288758592 0.560672251498712 0.626069158253134 0.211513255003838 0 0 1 43 1 1 4 1 1 NA 1
"922" 5 5 5 5 5 13 3 26 23 NA 50 56 NA NA 54 60 50 55 60 60 60 40 50 45 NA 60 NA 70 60 80 60 50 55 50 40 45 4 5 5 5 5 4 6 6 5 6 6 6 4 4 4 3 5 3 4 3 5 5 5 2 3 2 8 12 20 123 2 32 40 206437 5020145 254055 0.247881920392178 0.719086210320824 0.399382288758592 0.560672251498712 0.626069158253134 0.211513255003838 0 1 0 25 1 1 4 2 NA NA NA
"923" 1 1 NA 13 15 13 5 22 32 21 36 39 NA NA 67 40 30 40 85 70 60 40 60 60 50 60 60 0 0 15 60 100 70 60 60 60 6 6 6 4 4 4 5 7 5 5 6 5 3 3 3 6 6 7 5 6 5 5 5 2 4 4 12 17 21 200 4 38 40 206437 5020145 254055 0.247881920392178 0.719086210320824 0.399382288758592 0.560672251498712 0.626069158253134 0.211513255003838 0 0 1 48 1 1 4 1 1 2 1
"924" NA NA NA 11 3 3 1 40 8 NA NA NA NA NA NA 50 NA NA 50 NA NA NA NA NA 50 NA NA 100 NA NA 85 NA NA 0 NA NA 5 NA NA 7 NA NA 7 NA NA 4 NA NA 4 NA NA 4 NA NA NA 4 5 NA NA 2 2 2 7 12 18 140 4 30 40 125302 5020145 139400 0.247474102568195 0.723484062504988 0.399382288758592 0.560672251498712 0.703536585365854 0.195150645624103 0 0 1 63 1 1 4 NA NA NA NA
"925" NA NA NA 5 3 3 1 12 14 NA NA NA NA NA NA 50 60 50 50 60 50 60 60 60 50 50 50 40 60 40 60 60 60 70 70 60 4 NA NA 5 NA NA 5 NA NA 5 NA NA 4 NA NA 4 2 5 5 4 3 5 5 2 2 2 7 13 17 120 3 30 40 125302 5020145 139400 0.247474102568195 0.723484062504988 0.399382288758592 0.560672251498712 0.703536585365854 0.195150645624103 0 0 1 19 2 1 4 1 1 NA 1
"926" NA NA NA 3 3 3 1 17 13 NA NA NA NA NA NA 50 50 NA 50 50 NA 50 60 NA NA 50 NA 70 85 NA NA NA NA 0 15 NA NA 5 NA NA NA NA NA NA NA NA NA NA NA NA NA 4 4 NA NA 4 5 2 NA 2 2 2 7 6 3 123 4 9 40 125302 5020145 139400 0.247474102568195 0.723484062504988 0.399382288758592 0.560672251498712 0.703536585365854 0.195150645624103 0 0 1 81 2 1 4 NA NA NA NA
"927" NA NA NA 5 5 5 3 32 20 30 38 33 NA NA NA 40 50 50 60 60 60 60 70 50 0 15 50 50 60 50 30 60 50 0 15 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6 6 6 6 6 5 5 5 2 2 2 7 12 21 140 2 33 40 125302 5020145 139400 0.247474102568195 0.723484062504988 0.399382288758592 0.560672251498712 0.703536585365854 0.195150645624103 0 0 1 49 1 1 4 1 1 NA 1
"928" NA NA NA 5 3 3 1 15 8 NA NA NA NA NA NA 50 NA NA 60 NA NA 50 NA NA 15 NA NA 70 NA NA 70 NA NA 60 NA NA 5 NA NA NA NA NA NA NA NA 5 NA NA 3 NA NA 5 NA NA NA 5 5 NA NA 2 2 2 7 12 15 120 1 27 40 125302 5020145 139400 0.247474102568195 0.723484062504988 0.399382288758592 0.560672251498712 0.703536585365854 0.195150645624103 0 0 1 64 2 1 4 NA NA NA 1
"929" NA NA NA 3 3 3 1 19 14 NA NA NA NA NA NA 70 70 NA 60 60 NA 60 50 NA 50 50 NA 50 70 NA 60 NA NA 50 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 3 NA NA 3 NA 1 NA 2 2 2 7 11 20 140 2 31 40 125302 5020145 139400 0.247474102568195 0.723484062504988 0.399382288758592 0.560672251498712 0.703536585365854 0.195150645624103 0 0 1 19 2 1 4 NA NA NA NA
"930" NA NA NA 11 9 7 5 10 11 68 NA 58 NA NA 72 70 70 60 100 85 85 70 70 70 60 60 60 85 70 60 100 85 85 60 60 50 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7 7 7 7 7 5 5 5 3 2 4 10 8 17 200 2 25 40 125302 5020145 139400 0.247474102568195 0.723484062504988 0.399382288758592 0.560672251498712 0.703536585365854 0.195150645624103 0 0 1 29 1 1 4 1 1 3 NA
"931" NA NA NA 13 13 13 3 20 20 NA NA NA NA NA NA 30 15 30 85 85 70 70 100 85 30 0 50 30 60 30 15 85 85 0 0 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 6 5 5 5 5 5 5 2 3 4 11 14 17 153 5 31 40 125302 5020145 139400 0.247474102568195 0.723484062504988 0.399382288758592 0.560672251498712 0.703536585365854 0.195150645624103 0 0 1 35 2 1 4 1 1 NA 1
"932" NA NA NA 9 13 15 5 20 25 29 15 18 NA NA 63 30 0 0 60 85 85 40 50 70 60 NA NA 70 15 30 85 85 85 0 0 0 6 6 6 2 1 2 5 6 6 6 5 6 2 1 2 6 7 7 7 6 5 5 5 2 2 2 8 12 19 116 5 31 40 125302 5020145 139400 0.247474102568195 0.723484062504988 0.399382288758592 0.560672251498712 0.703536585365854 0.195150645624103 0 0 1 50 2 1 4 1 1 3 1
"933" NA NA NA 9 9 9 5 16 15 36 16 24 NA NA NA 60 40 60 80 70 90 65 50 60 50 0 0 70 30 60 60 70 85 0 0 0 NA NA 4 NA NA 3 NA NA 2 NA NA 2 NA NA 5 6 6 6 6 6 3 1 1 2 2 2 7 12 9 140 2 21 40 125302 5020145 139400 0.247474102568195 0.723484062504988 0.399382288758592 0.560672251498712 0.703536585365854 0.195150645624103 0 0 1 26 1 1 4 2 NA NA NA
"934" NA NA NA 11 15 11 5 17 28 17 18 25 NA NA 70 15 40 30 70 85 70 70 85 50 70 50 50 40 30 30 85 100 85 0 15 15 6 6 6 4 3 3 7 6 6 6 5 5 2 2 2 6 6 6 6 6 5 5 5 2 2 2 7 17 21 120 4 38 40 125302 5020145 139400 0.247474102568195 0.723484062504988 0.399382288758592 0.560672251498712 0.703536585365854 0.195150645624103 0 0 1 35 1 1 4 1 1 3 NA
